"","lat","lon","num_flr","retrofit","struc_type","occ_day","class"
"191",27.72833,85.2850608,2,"No","Non_Engineered_RC_Frame",162,"Non-retrofitted RC"
"192",27.723896,85.2931936,3,"No","Non_Engineered_RC_Frame",90,"Non-retrofitted RC"
"193",27.7262641,85.295888,3,"No","Non_Engineered_RC_Frame",30,"Non-retrofitted RC"
"194",27.7257568,85.2919202,1,"No","Non_Engineered_RC_Frame",44,"Non-retrofitted RC"
"195",27.7301046,85.2946192,2,"No","Non_Engineered_RC_Frame",77,"Non-retrofitted RC"
"196",27.7239221,85.2822413,3,"No","Engineered_RC_Frame",451,"Non-retrofitted RC"
"197",27.7235959,85.28227,3,"No","Engineered_RC_Frame",10,"Non-retrofitted RC"
"198",27.7226904,85.2810888,2,"No","Non_Engineered_RC_Frame",100,"Non-retrofitted RC"
"199",27.723525,85.2765975,3,"No","Non_Engineered_RC_Frame",265,"Non-retrofitted RC"
"200",27.722063,85.2834024,4,"No","Engineered_RC_Frame",740,"Non-retrofitted RC"
"201",27.7218381,85.2837592,4,"No","Non_Engineered_RC_Frame",350,"Non-retrofitted RC"
"202",27.7223648,85.2835303,5,"No","Non_Engineered_RC_Frame",60,"Non-retrofitted RC"
"203",27.7130772,85.275218,4,"No","Non_Engineered_RC_Frame",300,"Non-retrofitted RC"
"204",27.6731514,85.4278172,3,"No","Engineered_RC_Frame",1200,"Non-retrofitted RC"
"205",27.7279609,85.3489615,2,"No","Engineered_RC_Frame",127,"Non-retrofitted RC"
"206",27.7090691,85.3915202,4,"No","Non_Engineered_RC_Frame",483,"Non-retrofitted RC"
"207",27.7088786,85.3930609,1,"No","Engineered_RC_Frame",250,"Non-retrofitted RC"
"208",27.7122713,85.3935744,3,"No","Non_Engineered_RC_Frame",382,"Non-retrofitted RC"
"209",27.7244978,85.2856003,4,"No","Non_Engineered_RC_Frame",311,"Non-retrofitted RC"
"210",27.721341,85.2827717,4,"No","Non_Engineered_RC_Frame",180,"Non-retrofitted RC"
"211",27.7220246,85.3474367,5,"No","Engineered_RC_Frame",300,"Non-retrofitted RC"
"212",27.7217274,85.3472916,5,"No","Engineered_RC_Frame",200,"Non-retrofitted RC"
"213",27.7289735,85.3503926,3,"No","Non_Engineered_RC_Frame",16,"Non-retrofitted RC"
"214",27.7315314,85.3038352,5,"No","Non_Engineered_RC_Frame",300,"Non-retrofitted RC"
"215",27.7315269,85.3036104,3,"No","Non_Engineered_RC_Frame",70,"Non-retrofitted RC"
"216",27.7270901,85.3481692,2,"No","Non_Engineered_RC_Frame",83,"Non-retrofitted RC"
"217",27.727028,85.3483787,5,"No","Non_Engineered_RC_Frame",16,"Non-retrofitted RC"
"218",27.7424783,85.3547518,3,"No","Non_Engineered_RC_Frame",120,"Non-retrofitted RC"
"219",27.7216364,85.2874372,5,"No","Non_Engineered_RC_Frame",98,"Non-retrofitted RC"
"220",27.7217743,85.2883159,5,"No","Non_Engineered_RC_Frame",347,"Non-retrofitted RC"
"221",27.7488057,85.3032332,4,"No","Non_Engineered_RC_Frame",99,"Non-retrofitted RC"
"222",27.7487038,85.3032744,4,"No","Non_Engineered_RC_Frame",66,"Non-retrofitted RC"
"223",27.7447921,85.2965875,3,"No","Non_Engineered_RC_Frame",40,"Non-retrofitted RC"
"224",27.7449117,85.2962052,1,"No","Engineered_RC_Frame",10,"Non-retrofitted RC"
"225",27.6968668,85.3502691,4,"No","Non_Engineered_RC_Frame",230,"Non-retrofitted RC"
"226",27.699186,85.3438647,5,"No","Non_Engineered_RC_Frame",215,"Non-retrofitted RC"
"227",27.7321616,85.3038683,4,"No","Non_Engineered_RC_Frame",180,"Non-retrofitted RC"
"228",27.7325342,85.3049621,2,"No","Non_Engineered_RC_Frame",161,"Non-retrofitted RC"
"229",27.7333349,85.3050326,4,"No","Non_Engineered_RC_Frame",210,"Non-retrofitted RC"
