lon lat pga(cm/s/s)
86.4048 28.4867 23.5501
86.4215 28.4867 22.3561
86.4382 28.4867 20.6029
86.4549 28.4867 18.7571
86.4716 28.4867 17.2856
86.4883 28.4867 16.531
86.505 28.4867 16.3404
86.5217 28.4867 16.4368
86.5384 28.4867 16.5435
86.5551 28.4867 16.4453
86.5718 28.4867 16.1743
86.5885 28.4867 15.8244
86.6052 28.4867 15.4895
86.6219 28.4867 15.2475
86.6386 28.4867 15.1123
86.6553 28.4867 15.0819
86.672 28.4867 15.1541
86.6887 28.4867 15.2981
86.7054 28.4867 15.3679
86.7221 28.4867 15.1886
86.7388 28.4867 14.5854
86.7555 28.4867 13.4727
86.7722 28.4867 12.1217
86.7889 28.4867 10.8931
86.8056 28.4867 10.1472
86.8223 28.4867 10.1333
86.839 28.4867 10.6548
86.8557 28.4867 11.4039
86.8724 28.4867 12.0729
86.8891 28.4867 12.4215
86.9058 28.4867 12.4799
86.9225 28.4867 12.346
86.9392 28.4867 12.1175
86.9559 28.4867 11.8923
86.9726 28.4867 11.7682
86.9893 28.4867 11.8431
84.0 28.5034 17.3064
84.0167 28.5034 18.3575
84.0334 28.5034 19.1946
84.0501 28.5034 19.89
84.0668 28.5034 20.5163
84.0835 28.5034 21.1459
84.1002 28.5034 21.8513
84.1169 28.5034 22.7049
84.1336 28.5034 23.7792
84.1503 28.5034 25.0967
84.167 28.5034 26.4794
84.1837 28.5034 27.6995
84.2004 28.5034 28.5292
84.2171 28.5034 28.8193
84.2338 28.5034 28.7353
84.2505 28.5034 28.5214
84.2672 28.5034 28.4218
84.2839 28.5034 28.6576
84.3006 28.5034 29.3582
84.3173 28.5034 30.6299
84.334 28.5034 32.5791
84.3507 28.5034 35.2268
84.3674 28.5034 38.2524
84.3841 28.5034 41.2501
84.4008 28.5034 43.8139
84.4175 28.5034 45.6108
84.4342 28.5034 46.5988
84.4509 28.5034 46.8089
84.4676 28.5034 46.2718
84.4843 28.5034 45.1275
84.501 28.5034 43.9511
84.5177 28.5034 43.427
84.5344 28.5034 44.2394
84.5511 28.5034 46.7812
84.5678 28.5034 50.2804
84.5845 28.5034 53.6738
84.6012 28.5034 55.898
84.6179 28.5034 56.2037
84.6346 28.5034 55.0966
84.6513 28.5034 53.3965
84.668 28.5034 51.9233
84.6847 28.5034 51.2904
84.7014 28.5034 51.2873
84.7181 28.5034 51.4971
84.7348 28.5034 51.5032
84.7515 28.5034 51.0412
84.7682 28.5034 50.4564
84.7849 28.5034 50.2464
84.8016 28.5034 50.9089
84.8183 28.5034 52.7242
84.835 28.5034 55.1039
84.8517 28.5034 57.2419
84.8684 28.5034 58.3325
84.8851 28.5034 57.8569
84.9018 28.5034 56.4454
84.9185 28.5034 55.0154
84.9352 28.5034 54.4846
84.9519 28.5034 55.4724
84.9686 28.5034 57.4071
84.9853 28.5034 59.4193
85.002 28.5034 60.6393
85.0187 28.5034 60.4351
85.0354 28.5034 59.1245
85.0521 28.5034 57.2628
85.0688 28.5034 55.4055
85.0855 28.5034 54.0507
85.1022 28.5034 53.468
85.1189 28.5034 53.87
85.1356 28.5034 55.4693
85.1523 28.5034 58.2725
85.169 28.5034 61.4632
85.1857 28.5034 64.0194
85.2024 28.5034 64.9187
85.2191 28.5034 63.5159
85.2358 28.5034 60.6733
85.2525 28.5034 57.6299
85.2692 28.5034 55.6249
85.2859 28.5034 55.5639
85.3026 28.5034 57.0178
85.3193 28.5034 59.2244
85.336 28.5034 61.4212
85.3527 28.5034 62.935
85.3694 28.5034 63.4506
85.3861 28.5034 62.742
85.4028 28.5034 60.5833
85.4195 28.5034 56.947
85.4362 28.5034 52.5998
85.4529 28.5034 48.5069
85.4696 28.5034 45.6337
85.4863 28.5034 44.6399
85.503 28.5034 44.965
85.5197 28.5034 45.7427
85.5364 28.5034 46.107
85.5531 28.5034 45.415
85.5698 28.5034 43.9162
85.5865 28.5034 42.0834
85.6032 28.5034 40.3891
85.6199 28.5034 39.2057
85.6366 28.5034 38.5037
85.6533 28.5034 38.1529
85.67 28.5034 38.0236
85.6867 28.5034 37.9913
85.7034 28.5034 37.9534
85.7201 28.5034 37.8129
85.7368 28.5034 37.4727
85.7535 28.5034 36.8936
85.7702 28.5034 36.2669
85.7869 28.5034 35.8416
85.8036 28.5034 35.8668
85.8203 28.5034 36.4764
85.837 28.5034 37.3442
85.8537 28.5034 38.0286
85.8704 28.5034 38.0882
85.8871 28.5034 37.2372
85.9038 28.5034 35.812
85.9205 28.5034 34.3045
85.9372 28.5034 33.2067
85.9539 28.5034 32.8587
85.9706 28.5034 32.9931
85.9873 28.5034 33.1908
86.004 28.5034 33.0324
86.0207 28.5034 32.2165
86.0374 28.5034 30.9119
86.0541 28.5034 29.4052
86.0708 28.5034 27.9828
86.0875 28.5034 26.8702
86.1042 28.5034 26.0485
86.1209 28.5034 25.4376
86.1376 28.5034 24.9576
86.1543 28.5034 24.5407
86.171 28.5034 24.1679
86.1877 28.5034 23.8328
86.2044 28.5034 23.5287
86.2211 28.5034 23.25
86.2378 28.5034 22.9956
86.2545 28.5034 22.7654
86.2712 28.5034 22.5591
86.2879 28.5034 22.3844
86.3046 28.5034 22.28
86.3213 28.5034 22.2921
86.338 28.5034 22.4673
86.3547 28.5034 22.8007
86.3714 28.5034 23.083
86.3881 28.5034 23.0534
86.4048 28.5034 22.4514
86.4215 28.5034 21.131
86.4382 28.5034 19.4046
86.4549 28.5034 17.699
86.4716 28.5034 16.4414
86.4883 28.5034 15.9401
86.505 28.5034 16.0292
86.5217 28.5034 16.424
86.5384 28.5034 16.8402
86.5551 28.5034 17.0499
86.5718 28.5034 17.0529
86.5885 28.5034 16.9057
86.6052 28.5034 16.6648
86.6219 28.5034 16.3797
86.6386 28.5034 16.0719
86.6553 28.5034 15.7558
86.672 28.5034 15.4456
86.6887 28.5034 15.142
86.7054 28.5034 14.7896
86.7221 28.5034 14.3193
86.7388 28.5034 13.6618
86.7555 28.5034 12.7919
86.7722 28.5034 11.8593
86.7889 28.5034 11.0577
86.8056 28.5034 10.5809
86.8223 28.5034 10.5595
86.839 28.5034 10.8725
86.8557 28.5034 11.3355
86.8724 28.5034 11.7646
86.8891 28.5034 12.0162
86.9058 28.5034 12.1092
86.9225 28.5034 12.1033
86.9392 28.5034 12.058
86.9559 28.5034 12.0329
86.9726 28.5034 12.0877
86.9893 28.5034 12.2818
84.0 28.5201 17.5005
84.0167 28.5201 18.9372
84.0334 28.5201 19.9265
84.0501 28.5201 20.5852
84.0668 28.5201 21.03
84.0835 28.5201 21.3775
84.1002 28.5201 21.7445
84.1169 28.5201 22.2477
84.1336 28.5201 23.0038
84.1503 28.5201 24.0738
84.167 28.5201 25.2953
84.1837 28.5201 26.4504
84.2004 28.5201 27.321
84.2171 28.5201 27.7522
84.2338 28.5201 27.8419
84.2505 28.5201 27.751
84.2672 28.5201 27.6406
84.2839 28.5201 27.6887
84.3006 28.5201 28.1424
84.3173 28.5201 29.2659
84.334 28.5201 31.3234
84.3507 28.5201 34.4267
84.3674 28.5201 38.0789
84.3841 28.5201 41.6304
84.4008 28.5201 44.432
84.4175 28.5201 45.9801
84.4342 28.5201 46.3538
84.4509 28.5201 45.7781
84.4676 28.5201 44.478
84.4843 28.5201 42.7583
84.501 28.5201 41.2429
84.5177 28.5201 40.6354
84.5344 28.5201 41.6397
84.5511 28.5201 44.6472
84.5678 28.5201 48.8002
84.5845 28.5201 52.9289
84.6012 28.5201 55.8632
84.6179 28.5201 56.7495
84.6346 28.5201 55.9989
84.6513 28.5201 54.3386
84.668 28.5201 52.496
84.6847 28.5201 51.0598
84.7014 28.5201 50.0649
84.7181 28.5201 49.4077
84.7348 28.5201 48.9847
84.7515 28.5201 48.735
84.7682 28.5201 48.77
84.7849 28.5201 49.2438
84.8016 28.5201 50.3106
84.8183 28.5201 51.9923
84.835 28.5201 53.7811
84.8517 28.5201 55.037
84.8684 28.5201 55.12
84.8851 28.5201 53.6861
84.9018 28.5201 51.5762
84.9185 28.5201 49.9274
84.9352 28.5201 49.8765
84.9519 28.5201 52.1452
84.9686 28.5201 55.7931
84.9853 28.5201 59.4644
85.002 28.5201 61.803
85.0187 28.5201 61.8134
85.0354 28.5201 59.9403
85.0521 28.5201 56.9884
85.0688 28.5201 53.7629
85.0855 28.5201 51.0036
85.1022 28.5201 49.1915
85.1189 28.5201 48.7426
85.1356 28.5201 50.073
85.1523 28.5201 53.3004
85.169 28.5201 57.3501
85.1857 28.5201 60.8489
85.2024 28.5201 62.4238
85.2191 28.5201 61.1952
85.2358 28.5201 58.2569
85.2525 28.5201 55.1965
85.2692 28.5201 53.6013
85.2859 28.5201 54.5936
85.3026 28.5201 57.4351
85.3193 28.5201 60.9225
85.336 28.5201 63.8522
85.3527 28.5201 65.2274
85.3694 28.5201 64.8765
85.3861 28.5201 62.8345
85.4028 28.5201 59.1364
85.4195 28.5201 54.0087
85.4362 28.5201 48.4436
85.4529 28.5201 43.6252
85.4696 28.5201 40.7372
85.4863 28.5201 40.5449
85.503 28.5201 42.1391
85.5197 28.5201 44.1921
85.5364 28.5201 45.3761
85.5531 28.5201 44.7239
85.5698 28.5201 42.7106
85.5865 28.5201 40.1721
85.6032 28.5201 37.9441
85.6199 28.5201 36.6697
85.6366 28.5201 36.2215
85.6533 28.5201 36.2794
85.67 28.5201 36.5234
85.6867 28.5201 36.6833
85.7034 28.5201 36.6885
85.7201 28.5201 36.5181
85.7368 28.5201 36.1514
85.7535 28.5201 35.6014
85.7702 28.5201 35.0174
85.7869 28.5201 34.5823
85.8036 28.5201 34.4791
85.8203 28.5201 34.7926
85.837 28.5201 35.2137
85.8537 28.5201 35.335
85.8704 28.5201 34.7493
85.8871 28.5201 33.2331
85.9038 28.5201 31.2988
85.9205 28.5201 29.6425
85.9372 28.5201 28.9606
85.9539 28.5201 29.6922
85.9706 28.5201 31.2482
85.9873 28.5201 32.7822
86.004 28.5201 33.448
86.0207 28.5201 32.6486
86.0374 28.5201 30.7844
86.0541 28.5201 28.505
86.0708 28.5201 26.46
86.0875 28.5201 25.1548
86.1042 28.5201 24.5178
86.1209 28.5201 24.3333
86.1376 28.5201 24.3853
86.1543 28.5201 24.4839
86.171 28.5201 24.5427
86.1877 28.5201 24.5012
86.2044 28.5201 24.299
86.2211 28.5201 23.904
86.2378 28.5201 23.3987
86.2545 28.5201 22.8943
86.2712 28.5201 22.5018
86.2879 28.5201 22.3019
86.3046 28.5201 22.2535
86.3213 28.5201 22.285
86.338 28.5201 22.3251
86.3547 28.5201 22.2968
86.3714 28.5201 22.1023
86.3881 28.5201 21.6384
86.4048 28.5201 20.802
86.4215 28.5201 19.5574
86.4382 28.5201 18.1396
86.4549 28.5201 16.851
86.4716 28.5201 15.994
86.4883 28.5201 15.7808
86.505 28.5201 16.061
86.5217 28.5201 16.5941
86.5384 28.5201 17.1392
86.5551 28.5201 17.5009
86.5718 28.5201 17.6641
86.5885 28.5201 17.6589
86.6052 28.5201 17.5152
86.6219 28.5201 17.2576
86.6386 28.5201 16.8884
86.6553 28.5201 16.4043
86.672 28.5201 15.8019
86.6887 28.5201 15.0891
86.7054 28.5201 14.3189
86.7221 28.5201 13.5553
86.7388 28.5201 12.8624
86.7555 28.5201 12.2934
86.7722 28.5201 11.8583
86.7889 28.5201 11.5564
86.8056 28.5201 11.3866
86.8223 28.5201 11.3412
86.839 28.5201 11.3841
86.8557 28.5201 11.4719
86.8724 28.5201 11.5615
86.8891 28.5201 11.6214
86.9058 28.5201 11.6663
86.9225 28.5201 11.7227
86.9392 28.5201 11.817
86.9559 28.5201 11.9758
86.9726 28.5201 12.2253
86.9893 28.5201 12.5921
84.0 28.5368 17.57
84.0167 28.5368 19.4713
84.0334 28.5368 20.6068
84.0501 28.5368 21.164
84.0668 28.5368 21.33
84.0835 28.5368 21.2923
84.1002 28.5368 21.2382
84.1169 28.5368 21.355
84.1336 28.5368 21.83
84.1503 28.5368 22.7752
84.167 28.5368 24.0005
84.1837 28.5368 25.2406
84.2004 28.5368 26.23
84.2171 28.5368 26.7722
84.2338 28.5368 26.9461
84.2505 28.5368 26.8994
84.2672 28.5368 26.78
84.2839 28.5368 26.7646
84.3006 28.5368 27.1464
84.3173 28.5368 28.2474
84.334 28.5368 30.39
84.3507 28.5368 33.7127
84.3674 28.5368 37.6197
84.3841 28.5368 41.3319
84.4008 28.5368 44.07
84.4175 28.5368 45.2489
84.4342 28.5368 45.0609
84.4509 28.5368 43.8924
84.4676 28.5368 42.13
84.4843 28.5368 40.1994
84.501 28.5368 38.6841
84.5177 28.5368 38.2067
84.5344 28.5368 39.39
84.5511 28.5368 42.5691
84.5678 28.5368 46.929
84.5845 28.5368 51.3669
84.6012 28.5368 54.78
84.6179 28.5368 56.3323
84.6346 28.5368 56.2537
84.6513 28.5368 55.0407
84.668 28.5368 53.19
84.6847 28.5368 51.1601
84.7014 28.5368 49.2576
84.7181 28.5368 47.7514
84.7348 28.5368 46.91
84.7515 28.5368 46.9142
84.7682 28.5368 47.5921
84.7849 28.5368 48.684
84.8016 28.5368 49.93
84.8183 28.5368 51.0656
84.835 28.5368 51.8076
84.8517 28.5368 51.8683
84.8684 28.5368 50.96
84.8851 28.5368 49.0166
84.9018 28.5368 46.8588
84.9185 28.5368 45.5291
84.9352 28.5368 46.07
84.9519 28.5368 49.0971
84.9686 28.5368 53.5185
84.9853 28.5368 57.8157
85.002 28.5368 60.47
85.0187 28.5368 60.384
85.0354 28.5368 58.1458
85.0521 28.5368 54.7647
85.0688 28.5368 51.25
85.0855 28.5368 48.4834
85.1022 28.5368 46.8358
85.1189 28.5368 46.5503
85.1356 28.5368 47.87
85.1523 28.5368 50.7982
85.169 28.5368 54.3785
85.1857 28.5368 57.4145
85.2024 28.5368 58.71
85.2191 28.5368 57.5212
85.2358 28.5368 54.9141
85.2525 28.5368 52.4075
85.2692 28.5368 51.52
85.2859 28.5368 53.2883
85.3026 28.5368 56.8213
85.3193 28.5368 60.7462
85.336 28.5368 63.69
85.3527 28.5368 64.5591
85.3694 28.5368 63.377
85.3861 28.5368 60.4463
85.4028 28.5368 56.07
85.4195 28.5368 50.6766
85.4362 28.5368 45.1984
85.4529 28.5368 40.6935
85.4696 28.5368 38.22
85.4863 28.5368 38.4309
85.503 28.5368 40.3583
85.5197 28.5368 42.629
85.5364 28.5368 43.87
85.5531 28.5368 43.0949
85.5698 28.5368 40.8647
85.5865 28.5368 38.1272
85.6032 28.5368 35.83
85.6199 28.5368 34.6896
85.6366 28.5368 34.4966
85.6533 28.5368 34.8103
85.67 28.5368 35.19
85.6867 28.5368 35.2841
85.7034 28.5368 35.0976
85.7201 28.5368 34.7248
85.7368 28.5368 34.26
85.7535 28.5368 33.7924
85.7702 28.5368 33.3917
85.7869 28.5368 33.1226
85.8036 28.5368 33.05
85.8203 28.5368 33.1723
85.837 28.5368 33.2231
85.8537 28.5368 32.8699
85.8704 28.5368 31.78
85.8871 28.5368 29.8127
85.9038 28.5368 27.5946
85.9205 28.5368 25.9442
85.9372 28.5368 25.68
85.9539 28.5368 27.293
85.9706 28.5368 29.9647
85.9873 28.5368 32.549
86.004 28.5368 33.9
86.0207 28.5368 33.2121
86.0374 28.5368 31.0416
86.0541 28.5368 28.2853
86.0708 28.5368 25.84
86.0875 28.5368 24.403
86.1042 28.5368 23.8739
86.1209 28.5368 23.9529
86.1376 28.5368 24.34
86.1543 28.5368 24.7674
86.171 28.5368 25.0951
86.1877 28.5368 25.2153
86.2044 28.5368 25.02
86.2211 28.5368 24.4527
86.2378 28.5368 23.663
86.2545 28.5368 22.8517
86.2712 28.5368 22.22
86.2879 28.5368 21.9084
86.3046 28.5368 21.8167
86.3213 28.5368 21.7841
86.338 28.5368 21.65
86.3547 28.5368 21.2882
86.3714 28.5368 20.7103
86.3881 28.5368 19.9622
86.4048 28.5368 19.09
86.4215 28.5368 18.1524
86.4382 28.5368 17.2597
86.4549 28.5368 16.5345
86.4716 28.5368 16.1
86.4883 28.5368 16.0368
86.505 28.5368 16.2573
86.5217 28.5368 16.6317
86.5384 28.5368 17.03
86.5551 28.5368 17.3444
86.5718 28.5368 17.5547
86.5885 28.5368 17.6627
86.6052 28.5368 17.67
86.6219 28.5368 17.569
86.6386 28.5368 17.3138
86.6553 28.5368 16.8492
86.672 28.5368 16.12
86.6887 28.5368 15.1142
86.7054 28.5368 13.9927
86.7221 28.5368 12.9599
86.7388 28.5368 12.22
86.7555 28.5368 11.9135
86.7722 28.5368 11.9255
86.7889 28.5368 12.0772
86.8056 28.5368 12.19
86.8223 28.5368 12.1276
86.839 28.5368 11.9241
86.8557 28.5368 11.656
86.8724 28.5368 11.4
86.8891 28.5368 11.2219
86.9058 28.5368 11.1445
86.9225 28.5368 11.1798
86.9392 28.5368 11.34
86.9559 28.5368 11.637
86.9726 28.5368 12.083
86.9893 28.5368 12.69
84.0 28.5535 17.4718
84.0167 28.5535 19.7212
84.0334 28.5535 20.8926
84.0501 28.5535 21.255
84.0668 28.5535 21.0774
84.0835 28.5535 20.6287
84.1002 28.5535 20.178
84.1169 28.5535 19.9943
84.1336 28.5535 20.3464
84.1503 28.5535 21.3941
84.167 28.5535 22.8591
84.1837 28.5535 24.3538
84.2004 28.5535 25.4905
84.2171 28.5535 25.9906
84.2338 28.5535 26.0113
84.2505 28.5535 25.8188
84.2672 28.5535 25.6793
84.2839 28.5535 25.8451
84.3006 28.5535 26.5129
84.3173 28.5535 27.8653
84.334 28.5535 30.0852
84.3507 28.5535 33.2109
84.3674 28.5535 36.7024
84.3841 28.5535 39.8753
84.4008 28.5535 42.0454
84.4175 28.5535 42.7168
84.4342 28.5535 42.1486
84.4509 28.5535 40.7881
84.4676 28.5535 39.0831
84.4843 28.5535 37.4794
84.501 28.5535 36.4163
84.5177 28.5535 36.3312
84.5344 28.5535 37.6617
84.5511 28.5535 40.6299
84.5678 28.5535 44.5964
84.5845 28.5535 48.7061
84.6012 28.5535 52.1042
84.6179 28.5535 54.1099
84.6346 28.5535 54.7387
84.6513 28.5535 54.1803
84.668 28.5535 52.6244
84.6847 28.5535 50.3317
84.7014 28.5535 47.8468
84.7181 28.5535 45.7851
84.7348 28.5535 44.7621
84.7515 28.5535 45.1761
84.7682 28.5535 46.5553
84.7849 28.5535 48.2104
84.8016 28.5535 49.4524
84.8183 28.5535 49.7441
84.835 28.5535 49.1563
84.8517 28.5535 47.9118
84.8684 28.5535 46.2334
84.8851 28.5535 44.4053
84.9018 28.5535 42.958
84.9185 28.5535 42.4832
84.9352 28.5535 43.5727
84.9519 28.5535 46.5105
84.9686 28.5535 50.3502
84.9853 28.5535 53.8374
85.002 28.5535 55.7179
85.0187 28.5535 55.1362
85.0354 28.5535 52.8317
85.0521 28.5535 49.9429
85.0688 28.5535 47.608
85.0855 28.5535 46.7076
85.1022 28.5535 47.0914
85.1189 28.5535 48.3511
85.1356 28.5535 50.0787
85.1523 28.5535 51.8693
85.169 28.5535 53.3315
85.1857 28.5535 54.0773
85.2024 28.5535 53.7187
85.2191 28.5535 52.1006
85.2358 28.5535 50.001
85.2525 28.5535 48.4307
85.2692 28.5535 48.4007
85.2859 28.5535 50.543
85.3026 28.5535 53.9737
85.3193 28.5535 57.4299
85.336 28.5535 59.6489
85.3527 28.5535 59.6786
85.3694 28.5535 57.8108
85.3861 28.5535 54.6481
85.4028 28.5535 50.7931
85.4195 28.5535 46.8247
85.4362 28.5535 43.2262
85.4529 28.5535 40.4572
85.4696 28.5535 38.9772
85.4863 28.5535 39.0295
85.503 28.5535 39.9922
85.5197 28.5535 41.027
85.5364 28.5535 41.2957
85.5531 28.5535 40.2156
85.5698 28.5535 38.2265
85.5865 28.5535 36.0235
85.6032 28.5535 34.302
85.6199 28.5535 33.5691
85.6366 28.5535 33.5795
85.6533 28.5535 33.9003
85.67 28.5535 34.098
85.6867 28.5535 33.849
85.7034 28.5535 33.2673
85.7201 28.5535 32.5766
85.7368 28.5535 32.0005
85.7535 28.5535 31.7086
85.7702 28.5535 31.6557
85.7869 28.5535 31.7424
85.8036 28.5535 31.8696
85.8203 28.5535 31.9208
85.837 28.5535 31.7108
85.8537 28.5535 31.0374
85.8704 28.5535 29.6981
85.8871 28.5535 27.655
85.9038 28.5535 25.5275
85.9205 28.5535 24.0995
85.9372 28.5535 24.1548
85.9539 28.5535 26.1493
85.9706 28.5535 29.2276
85.9873 28.5535 32.2064
86.004 28.5535 33.9022
86.0207 28.5535 33.48
86.0374 28.5535 31.4972
86.0541 28.5535 28.8594
86.0708 28.5535 26.4724
86.0875 28.5535 25.0444
86.1042 28.5535 24.4942
86.1209 28.5535 24.5431
86.1376 28.5535 24.9125
86.1543 28.5535 25.3458
86.171 28.5535 25.6748
86.1877 28.5535 25.7535
86.2044 28.5535 25.4357
86.2211 28.5535 24.6419
86.2378 28.5535 23.5577
86.2545 28.5535 22.4352
86.2712 28.5535 21.5265
86.2879 28.5535 21.0094
86.3046 28.5535 20.7643
86.3213 28.5535 20.5976
86.338 28.5535 20.3153
86.3547 28.5535 19.7795
86.3714 28.5535 19.0749
86.3881 28.5535 18.3421
86.4048 28.5535 17.7218
86.4215 28.5535 17.3176
86.4382 28.5535 17.0864
86.4549 28.5535 16.9478
86.4716 28.5535 16.8219
86.4883 28.5535 16.6504
86.505 28.5535 16.4622
86.5217 28.5535 16.3084
86.5384 28.5535 16.2399
86.5551 28.5535 16.2929
86.5718 28.5535 16.4452
86.5885 28.5535 16.6597
86.6052 28.5535 16.8994
86.6219 28.5535 17.1108
86.6386 28.5535 17.1734
86.6553 28.5535 16.9502
86.672 28.5535 16.304
86.6887 28.5535 15.1761
86.7054 28.5535 13.8201
86.7221 28.5535 12.5679
86.7388 28.5535 11.7514
86.7555 28.5535 11.5963
86.7722 28.5535 11.9043
86.7889 28.5535 12.3708
86.8056 28.5535 12.6915
86.8223 28.5535 12.6367
86.839 28.5535 12.2776
86.8557 28.5535 11.7602
86.8724 28.5535 11.2304
86.8891 28.5535 10.8141
86.9058 28.5535 10.5565
86.9225 28.5535 10.4826
86.9392 28.5535 10.6172
86.9559 28.5535 10.9854
86.9726 28.5535 11.612
86.9893 28.5535 12.5221
84.0 28.5702 17.2665
84.0167 28.5702 19.703
84.0334 28.5702 20.8252
84.0501 28.5702 20.9713
84.0668 28.5702 20.4792
84.0835 28.5702 19.6871
84.1002 28.5702 18.933
84.1169 28.5702 18.5551
84.1336 28.5702 18.8914
84.1503 28.5702 20.1362
84.167 28.5702 21.9085
84.1837 28.5702 23.6835
84.2004 28.5702 24.9364
84.2171 28.5702 25.3032
84.2338 28.5702 25.0639
84.2505 28.5702 24.6588
84.2672 28.5702 24.5287
84.2839 28.5702 25.0285
84.3006 28.5702 26.1701
84.3173 28.5702 27.8796
84.334 28.5702 30.0831
84.3507 28.5702 32.6491
84.3674 28.5702 35.2155
84.3841 28.5702 37.3622
84.4008 28.5702 38.6693
84.4175 28.5702 38.8534
84.4342 28.5702 38.1769
84.4509 28.5702 37.0388
84.4676 28.5702 35.838
84.4843 28.5702 34.9418
84.501 28.5702 34.5911
84.5177 28.5702 34.9953
84.5344 28.5702 36.3635
84.5511 28.5702 38.7879
84.5678 28.5702 41.8917
84.5845 28.5702 45.1813
84.6012 28.5702 48.1626
84.6179 28.5702 50.4002
84.6346 28.5702 51.6909
84.6513 28.5702 51.89
84.668 28.5702 50.8528
84.6847 28.5702 48.6079
84.7014 28.5702 45.8775
84.7181 28.5702 43.5574
84.7348 28.5702 42.5432
84.7515 28.5702 43.4047
84.7682 28.5702 45.4076
84.7849 28.5702 47.4914
84.8016 28.5702 48.5958
84.8183 28.5702 47.9646
84.835 28.5702 46.0584
84.8517 28.5702 43.6419
84.8684 28.5702 41.4798
84.8851 28.5702 40.2018
84.9018 28.5702 39.8975
84.9185 28.5702 40.5212
84.9352 28.5702 42.0274
84.9519 28.5702 44.2601
84.9686 28.5702 46.6201
84.9853 28.5702 48.398
85.002 28.5702 48.8841
85.0187 28.5702 47.6806
85.0354 28.5702 45.6369
85.0521 28.5702 43.9138
85.0688 28.5702 43.6727
85.0855 28.5702 45.6688
85.1022 28.5702 49.0353
85.1189 28.5702 52.4993
85.1356 28.5702 54.7884
85.1523 28.5702 54.9652
85.169 28.5702 53.4339
85.1857 28.5702 50.9342
85.2024 28.5702 48.2054
85.2191 28.5702 45.9076
85.2358 28.5702 44.382
85.2525 28.5702 43.8899
85.2692 28.5702 44.693
85.2859 28.5702 46.8499
85.3026 28.5702 49.6086
85.3193 28.5702 52.0142
85.336 28.5702 53.1118
85.3527 28.5702 52.2477
85.3694 28.5702 49.9732
85.3861 28.5702 47.1408
85.4028 28.5702 44.603
85.4195 28.5702 43.0111
85.4362 28.5702 42.2125
85.4529 28.5702 41.8533
85.4696 28.5702 41.5797
85.4863 28.5702 41.0986
85.503 28.5702 40.3591
85.5197 28.5702 39.3713
85.5364 28.5702 38.1452
85.5531 28.5702 36.7257
85.5698 28.5702 35.2975
85.5865 28.5702 34.0803
85.6032 28.5702 33.2938
85.6199 28.5702 33.0685
85.6366 28.5702 33.1777
85.6533 28.5702 33.3055
85.67 28.5702 33.1359
85.6867 28.5702 32.4582
85.7034 28.5702 31.4823
85.7201 28.5702 30.5233
85.7368 28.5702 29.8963
85.7535 28.5702 29.8222
85.7702 28.5702 30.144
85.7869 28.5702 30.6108
85.8036 28.5702 30.9715
85.8203 28.5702 31.0074
85.837 28.5702 30.6307
85.8537 28.5702 29.7861
85.8704 28.5702 28.4182
85.8871 28.5702 26.5868
85.9038 28.5702 24.8117
85.9205 28.5702 23.7276
85.9372 28.5702 23.9693
85.9539 28.5702 25.897
85.9706 28.5702 28.7722
85.9873 28.5702 31.5816
86.004 28.5702 33.3122
86.0207 28.5702 33.2411
86.0374 28.5702 31.8072
86.0541 28.5702 29.7397
86.0708 28.5702 27.7677
86.0875 28.5702 26.4692
86.1042 28.5702 25.8165
86.1209 28.5702 25.6308
86.1376 28.5702 25.7331
86.1543 28.5702 25.9452
86.171 28.5702 26.0913
86.1877 28.5702 25.9964
86.2044 28.5702 25.4855
86.2211 28.5702 24.4578
86.2378 28.5702 23.1097
86.2545 28.5702 21.7121
86.2712 28.5702 20.5355
86.2879 28.5702 19.7754
86.3046 28.5702 19.3248
86.3213 28.5702 19.0017
86.338 28.5702 18.6238
86.3547 28.5702 18.0691
86.3714 28.5702 17.4567
86.3881 28.5702 16.9659
86.4048 28.5702 16.7761
86.4215 28.5702 16.9921
86.4382 28.5702 17.4209
86.4549 28.5702 17.795
86.4716 28.5702 17.8471
86.4883 28.5702 17.3964
86.505 28.5702 16.6103
86.5217 28.5702 15.7429
86.5384 28.5702 15.0482
86.5551 28.5702 14.7251
86.5718 28.5702 14.7509
86.5885 28.5702 15.0478
86.6052 28.5702 15.5376
86.6219 28.5702 16.1178
86.6386 28.5702 16.5867
86.6553 28.5702 16.7179
86.672 28.5702 16.2851
86.6887 28.5702 15.1716
86.7054 28.5702 13.6997
86.7221 28.5702 12.3013
86.7388 28.5702 11.4082
86.7555 28.5702 11.3175
86.7722 28.5702 11.7863
86.7889 28.5702 12.4366
86.8056 28.5702 12.8906
86.8223 28.5702 12.8622
86.839 28.5702 12.4322
86.8557 28.5702 11.7735
86.8724 28.5702 11.0588
86.8891 28.5702 10.4408
86.9058 28.5702 9.9926
86.9225 28.5702 9.7674
86.9392 28.5702 9.8183
86.9559 28.5702 10.1983
86.9726 28.5702 10.9606
86.9893 28.5702 12.1583
84.0 28.5869 17.0405
84.0167 28.5869 19.4961
84.0334 28.5869 20.5418
84.0501 28.5869 20.5464
84.0668 28.5869 19.8789
84.0835 28.5869 18.9081
84.1002 28.5869 18.0031
84.1169 28.5869 17.5326
84.1336 28.5869 17.8657
84.1503 28.5869 19.2102
84.167 28.5869 21.1294
